"departamento_id","departamento_nombre","provincia_id","provincia_nombre","año","semanas_epidemiologicas","evento_nombre","grupo_edad_id","grupo_edad_desc","cantidad_casos"
35,"Avellaneda",06,"Buenos Aires",2018,15,"Dengue",11,"Mayor o igual de 65 años",1
35,"Avellaneda",06,"Buenos Aires",2018,16,"Dengue",6,"De 10 a 14 años",1
35,"Avellaneda",06,"Buenos Aires",2018,16,"Dengue",8,"De 20 a 24 años",2
35,"Avellaneda",06,"Buenos Aires",2018,16,"Dengue",9,"De 25 a 34 años",1
35,"Avellaneda",06,"Buenos Aires",2018,16,"Dengue",10,"De 35 a 44 años",2
35,"Avellaneda",06,"Buenos Aires",2018,17,"Dengue",4,"De 2 a 4 años",1
35,"Avellaneda",06,"Buenos Aires",2018,17,"Dengue",7,"De 15 a 19 años",3
35,"Avellaneda",06,"Buenos Aires",2018,18,"Dengue",7,"De 15 a 19 años",1
35,"Avellaneda",06,"Buenos Aires",2018,18,"Dengue",9,"De 25 a 34 años",3
35,"Avellaneda",06,"Buenos Aires",2018,19,"Dengue",6,"De 10 a 14 años",2
35,"Avellaneda",06,"Buenos Aires",2018,19,"Dengue",8,"De 20 a 24 años",1
91,"Berazategui",06,"Buenos Aires",2018,11,"Dengue",8,"De 20 a 24 años",1
91,"Berazategui",06,"Buenos Aires",2018,14,"Dengue",9,"De 25 a 34 años",2
270,"Ezeiza",06,"Buenos Aires",2018,11,"Dengue",10,"De 35 a 44 años",1
270,"Ezeiza",06,"Buenos Aires",2018,13,"Dengue",9,"De 25 a 34 años",1
274,"Florencio Varela",06,"Buenos Aires",2018,10,"Dengue",7,"De 15 a 19 años",1
371,"General San Martín",06,"Buenos Aires",2018,11,"Dengue",7,"De 15 a 19 años",1
410,"Ituzaingó",06,"Buenos Aires",2018,11,"Dengue",10,"De 45 a 64 años",1
427,"La Matanza",06,"Buenos Aires",2018,9,"Dengue",9,"De 25 a 34 años",1
427,"La Matanza",06,"Buenos Aires",2018,9,"Dengue",11,"Mayor o igual de 65 años",1
427,"La Matanza",06,"Buenos Aires",2018,12,"Dengue",6,"De 10 a 14 años",1
427,"La Matanza",06,"Buenos Aires",2018,12,"Dengue",8,"De 20 a 24 años",1
427,"La Matanza",06,"Buenos Aires",2018,12,"Dengue",10,"De 45 a 64 años",1
427,"La Matanza",06,"Buenos Aires",2018,13,"Dengue",8,"De 20 a 24 años",1
427,"La Matanza",06,"Buenos Aires",2018,13,"Dengue",9,"De 25 a 34 años",1
427,"La Matanza",06,"Buenos Aires",2018,13,"Dengue",10,"De 35 a 44 años",1
427,"La Matanza",06,"Buenos Aires",2018,13,"Dengue",10,"De 45 a 64 años",2
427,"La Matanza",06,"Buenos Aires",2018,14,"Dengue",9,"De 25 a 34 años",2
427,"La Matanza",06,"Buenos Aires",2018,14,"Dengue",10,"De 45 a 64 años",2
427,"La Matanza",06,"Buenos Aires",2018,14,"Dengue",11,"Mayor o igual de 65 años",1
427,"La Matanza",06,"Buenos Aires",2018,15,"Dengue",10,"De 45 a 64 años",1
427,"La Matanza",06,"Buenos Aires",2018,16,"Dengue",5,"De 5 a 9 años",1
427,"La Matanza",06,"Buenos Aires",2018,16,"Dengue",6,"De 10 a 14 años",1
427,"La Matanza",06,"Buenos Aires",2018,16,"Dengue",9,"De 25 a 34 años",1
427,"La Matanza",06,"Buenos Aires",2018,16,"Dengue",10,"De 35 a 44 años",1
427,"La Matanza",06,"Buenos Aires",2018,17,"Dengue",9,"De 25 a 34 años",4
427,"La Matanza",06,"Buenos Aires",2018,17,"Dengue",11,"Mayor o igual de 65 años",2
427,"La Matanza",06,"Buenos Aires",2018,18,"Dengue",9,"De 25 a 34 años",1
427,"La Matanza",06,"Buenos Aires",2018,18,"Dengue",10,"De 45 a 64 años",1
427,"La Matanza",06,"Buenos Aires",2018,18,"Dengue",11,"Mayor o igual de 65 años",1
427,"La Matanza",06,"Buenos Aires",2018,21,"Dengue",8,"De 20 a 24 años",1
427,"La Matanza",06,"Buenos Aires",2018,21,"Dengue",9,"De 25 a 34 años",1
434,"Lanús",06,"Buenos Aires",2018,10,"Dengue",9,"De 25 a 34 años",1
434,"Lanús",06,"Buenos Aires",2018,10,"Dengue",10,"De 45 a 64 años",1
434,"Lanús",06,"Buenos Aires",2018,14,"Dengue",6,"De 10 a 14 años",1
434,"Lanús",06,"Buenos Aires",2018,14,"Dengue",10,"De 35 a 44 años",1
434,"Lanús",06,"Buenos Aires",2018,15,"Dengue",10,"De 35 a 44 años",1
434,"Lanús",06,"Buenos Aires",2018,16,"Dengue",9,"De 25 a 34 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,11,"Dengue",9,"De 25 a 34 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,11,"Dengue",10,"De 45 a 64 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,12,"Dengue",9,"De 25 a 34 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,14,"Dengue",7,"De 15 a 19 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,15,"Dengue",6,"De 10 a 14 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,15,"Dengue",10,"De 45 a 64 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,17,"Dengue",6,"De 10 a 14 años",2
490,"Lomas de Zamora",06,"Buenos Aires",2018,18,"Dengue",10,"De 45 a 64 años",1
490,"Lomas de Zamora",06,"Buenos Aires",2018,20,"Dengue",9,"De 25 a 34 años",1
539,"Merlo",06,"Buenos Aires",2018,10,"Dengue",5,"De 5 a 9 años",1
539,"Merlo",06,"Buenos Aires",2018,10,"Dengue",10,"De 35 a 44 años",1
539,"Merlo",06,"Buenos Aires",2018,14,"Dengue",10,"De 35 a 44 años",1
568,"Morón",06,"Buenos Aires",2018,9,"Dengue",10,"De 35 a 44 años",1
568,"Morón",06,"Buenos Aires",2018,10,"Dengue",10,"De 35 a 44 años",2
568,"Morón",06,"Buenos Aires",2018,10,"Dengue",10,"De 45 a 64 años",1
568,"Morón",06,"Buenos Aires",2018,11,"Dengue",8,"De 20 a 24 años",1
568,"Morón",06,"Buenos Aires",2018,15,"Dengue",8,"De 20 a 24 años",1
568,"Morón",06,"Buenos Aires",2018,18,"Dengue",11,"Mayor o igual de 65 años",1
658,"Quilmes",06,"Buenos Aires",2018,8,"Dengue",9,"De 25 a 34 años",1
658,"Quilmes",06,"Buenos Aires",2018,11,"Dengue",9,"De 25 a 34 años",1
658,"Quilmes",06,"Buenos Aires",2018,12,"Dengue",9,"De 25 a 34 años",1
658,"Quilmes",06,"Buenos Aires",2018,12,"Dengue",10,"De 45 a 64 años",1
658,"Quilmes",06,"Buenos Aires",2018,14,"Dengue",8,"De 20 a 24 años",2
658,"Quilmes",06,"Buenos Aires",2018,14,"Dengue",10,"De 35 a 44 años",1
658,"Quilmes",06,"Buenos Aires",2018,15,"Dengue",8,"De 20 a 24 años",2
658,"Quilmes",06,"Buenos Aires",2018,15,"Dengue",9,"De 25 a 34 años",3
658,"Quilmes",06,"Buenos Aires",2018,15,"Dengue",10,"De 45 a 64 años",1
658,"Quilmes",06,"Buenos Aires",2018,16,"Dengue",9,"De 25 a 34 años",2
658,"Quilmes",06,"Buenos Aires",2018,16,"Dengue",10,"De 45 a 64 años",1
658,"Quilmes",06,"Buenos Aires",2018,17,"Dengue",10,"De 45 a 64 años",1
658,"Quilmes",06,"Buenos Aires",2018,18,"Dengue",7,"De 15 a 19 años",2
658,"Quilmes",06,"Buenos Aires",2018,18,"Dengue",8,"De 20 a 24 años",1
658,"Quilmes",06,"Buenos Aires",2018,19,"Dengue",5,"De 5 a 9 años",1
658,"Quilmes",06,"Buenos Aires",2018,19,"Dengue",9,"De 25 a 34 años",1
658,"Quilmes",06,"Buenos Aires",2018,19,"Dengue",11,"Mayor o igual de 65 años",1
658,"Quilmes",06,"Buenos Aires",2018,20,"Dengue",7,"De 15 a 19 años",1
658,"Quilmes",06,"Buenos Aires",2018,21,"Dengue",10,"De 45 a 64 años",2
760,"San Miguel",06,"Buenos Aires",2018,18,"Dengue",10,"De 45 a 64 años",1
840,"Tres de Febrero",06,"Buenos Aires",2018,15,"Dengue",8,"De 20 a 24 años",1
840,"Tres de Febrero",06,"Buenos Aires",2018,18,"Dengue",7,"De 15 a 19 años",1
840,"Tres de Febrero",06,"Buenos Aires",2018,19,"Dengue",8,"De 20 a 24 años",1
840,"Tres de Febrero",06,"Buenos Aires",2018,19,"Dengue",10,"De 45 a 64 años",1
840,"Tres de Febrero",06,"Buenos Aires",2018,20,"Dengue",9,"De 25 a 34 años",1
861,"Vicente López",06,"Buenos Aires",2018,14,"Dengue",6,"De 10 a 14 años",1
999,"*sin dato*",02,"CABA",2018,13,"Dengue",10,"De 45 a 64 años",1
999,"*sin dato*",02,"CABA",2018,14,"Dengue",10,"De 35 a 44 años",1
999,"*sin dato*",02,"CABA",2018,15,"Dengue",10,"De 35 a 44 años",1
999,"*sin dato*",02,"CABA",2018,18,"Dengue",9,"De 25 a 34 años",1
1,"COMUNA 1",02,"CABA",2018,16,"Dengue",10,"De 45 a 64 años",1
1,"COMUNA 1",02,"CABA",2018,17,"Dengue",9,"De 25 a 34 años",1
10,"COMUNA 10",02,"CABA",2018,16,"Dengue",4,"De 2 a 4 años",1
10,"COMUNA 10",02,"CABA",2018,18,"Dengue",6,"De 10 a 14 años",1
12,"COMUNA 12",02,"CABA",2018,11,"Dengue",8,"De 20 a 24 años",1
12,"COMUNA 12",02,"CABA",2018,11,"Dengue",10,"De 45 a 64 años",1
12,"COMUNA 12",02,"CABA",2018,13,"Dengue",10,"De 45 a 64 años",1
12,"COMUNA 12",02,"CABA",2018,17,"Dengue",11,"Mayor o igual de 65 años",1
15,"COMUNA 15",02,"CABA",2018,9,"Dengue",10,"De 35 a 44 años",1
15,"COMUNA 15",02,"CABA",2018,12,"Dengue",10,"De 45 a 64 años",1
15,"COMUNA 15",02,"CABA",2018,15,"Dengue",10,"De 45 a 64 años",1
2,"COMUNA 2",02,"CABA",2018,10,"Dengue",10,"De 35 a 44 años",1
3,"COMUNA 3",02,"CABA",2018,8,"Dengue",10,"De 35 a 44 años",1
3,"COMUNA 3",02,"CABA",2018,9,"Dengue",9,"De 25 a 34 años",1
3,"COMUNA 3",02,"CABA",2018,9,"Dengue",10,"De 45 a 64 años",2
3,"COMUNA 3",02,"CABA",2018,10,"Dengue",8,"De 20 a 24 años",1
3,"COMUNA 3",02,"CABA",2018,11,"Dengue",10,"De 45 a 64 años",2
3,"COMUNA 3",02,"CABA",2018,12,"Dengue",10,"De 35 a 44 años",2
3,"COMUNA 3",02,"CABA",2018,12,"Dengue",10,"De 45 a 64 años",2
3,"COMUNA 3",02,"CABA",2018,13,"Dengue",10,"De 45 a 64 años",1
3,"COMUNA 3",02,"CABA",2018,14,"Dengue",8,"De 20 a 24 años",1
3,"COMUNA 3",02,"CABA",2018,15,"Dengue",6,"De 10 a 14 años",1
3,"COMUNA 3",02,"CABA",2018,15,"Dengue",11,"Mayor o igual de 65 años",1
3,"COMUNA 3",02,"CABA",2018,16,"Dengue",5,"De 5 a 9 años",3
3,"COMUNA 3",02,"CABA",2018,17,"Dengue",8,"De 20 a 24 años",1
3,"COMUNA 3",02,"CABA",2018,18,"Dengue",11,"Mayor o igual de 65 años",1
4,"COMUNA 4",02,"CABA",2018,6,"Dengue",5,"De 5 a 9 años",1
4,"COMUNA 4",02,"CABA",2018,6,"Dengue",6,"De 10 a 14 años",1
4,"COMUNA 4",02,"CABA",2018,8,"Dengue",9,"De 25 a 34 años",1
4,"COMUNA 4",02,"CABA",2018,8,"Dengue",10,"De 35 a 44 años",1
4,"COMUNA 4",02,"CABA",2018,9,"Dengue",10,"De 45 a 64 años",1
4,"COMUNA 4",02,"CABA",2018,10,"Dengue",7,"De 15 a 19 años",1
4,"COMUNA 4",02,"CABA",2018,10,"Dengue",9,"De 25 a 34 años",1
4,"COMUNA 4",02,"CABA",2018,10,"Dengue",10,"De 35 a 44 años",1
4,"COMUNA 4",02,"CABA",2018,11,"Dengue",7,"De 15 a 19 años",1
4,"COMUNA 4",02,"CABA",2018,12,"Dengue",8,"De 20 a 24 años",1
4,"COMUNA 4",02,"CABA",2018,12,"Dengue",9,"De 25 a 34 años",2
4,"COMUNA 4",02,"CABA",2018,12,"Dengue",10,"De 35 a 44 años",1
4,"COMUNA 4",02,"CABA",2018,13,"Dengue",7,"De 15 a 19 años",4
4,"COMUNA 4",02,"CABA",2018,13,"Dengue",10,"De 45 a 64 años",1
4,"COMUNA 4",02,"CABA",2018,14,"Dengue",6,"De 10 a 14 años",1
4,"COMUNA 4",02,"CABA",2018,14,"Dengue",7,"De 15 a 19 años",1
4,"COMUNA 4",02,"CABA",2018,14,"Dengue",10,"De 35 a 44 años",3
4,"COMUNA 4",02,"CABA",2018,14,"Dengue",10,"De 45 a 64 años",1
4,"COMUNA 4",02,"CABA",2018,15,"Dengue",7,"De 15 a 19 años",1
4,"COMUNA 4",02,"CABA",2018,15,"Dengue",8,"De 20 a 24 años",2
4,"COMUNA 4",02,"CABA",2018,15,"Dengue",10,"De 35 a 44 años",1
4,"COMUNA 4",02,"CABA",2018,15,"Dengue",10,"De 45 a 64 años",1
4,"COMUNA 4",02,"CABA",2018,15,"Dengue",11,"Mayor o igual de 65 años",1
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",5,"De 5 a 9 años",3
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",6,"De 10 a 14 años",1
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",7,"De 15 a 19 años",2
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",10,"De 45 a 64 años",3
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",11,"Mayor o igual de 65 años",1
4,"COMUNA 4",02,"CABA",2018,16,"Dengue",2,"Igual a 1 año",1
4,"COMUNA 4",02,"CABA",2018,17,"Dengue",5,"De 5 a 9 años",1
4,"COMUNA 4",02,"CABA",2018,17,"Dengue",6,"De 10 a 14 años",1
4,"COMUNA 4",02,"CABA",2018,17,"Dengue",8,"De 20 a 24 años",1
4,"COMUNA 4",02,"CABA",2018,17,"Dengue",9,"De 25 a 34 años",3
4,"COMUNA 4",02,"CABA",2018,17,"Dengue",11,"Mayor o igual de 65 años",1
4,"COMUNA 4",02,"CABA",2018,18,"Dengue",6,"De 10 a 14 años",4
4,"COMUNA 4",02,"CABA",2018,18,"Dengue",8,"De 20 a 24 años",3
4,"COMUNA 4",02,"CABA",2018,18,"Dengue",9,"De 25 a 34 años",2
4,"COMUNA 4",02,"CABA",2018,18,"Dengue",10,"De 45 a 64 años",3
4,"COMUNA 4",02,"CABA",2018,18,"Dengue",11,"Mayor o igual de 65 años",1
4,"COMUNA 4",02,"CABA",2018,19,"Dengue",5,"De 5 a 9 años",1
4,"COMUNA 4",02,"CABA",2018,19,"Dengue",8,"De 20 a 24 años",1
4,"COMUNA 4",02,"CABA",2018,19,"Dengue",10,"De 45 a 64 años",2
4,"COMUNA 4",02,"CABA",2018,21,"Dengue",11,"Mayor o igual de 65 años",2
4,"COMUNA 4",02,"CABA",2018,24,"Dengue",6,"De 10 a 14 años",1
5,"COMUNA 5",02,"CABA",2018,11,"Dengue",10,"De 35 a 44 años",1
6,"COMUNA 6",02,"CABA",2018,13,"Dengue",10,"De 45 a 64 años",1
7,"COMUNA 7",02,"CABA",2018,18,"Dengue",10,"De 45 a 64 años",1
8,"COMUNA 8",02,"CABA",2018,12,"Dengue",1,"Menor que 1 año",1
8,"COMUNA 8",02,"CABA",2018,15,"Dengue",10,"De 35 a 44 años",1
8,"COMUNA 8",02,"CABA",2018,18,"Dengue",6,"De 10 a 14 años",1
9,"COMUNA 9",02,"CABA",2018,18,"Dengue",10,"De 45 a 64 años",1
39,"2 de Abril",22,"Chaco",2018,4,"Dengue",9,"De 25 a 34 años",1
39,"2 de Abril",22,"Chaco",2018,12,"Dengue",9,"De 25 a 34 años",1
39,"2 de Abril",22,"Chaco",2018,14,"Dengue",9,"De 25 a 34 años",2
39,"2 de Abril",22,"Chaco",2018,14,"Dengue",10,"De 45 a 64 años",1
39,"2 de Abril",22,"Chaco",2018,15,"Dengue",10,"De 45 a 64 años",1
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",4,"De 2 a 4 años",2
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",5,"De 5 a 9 años",4
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",6,"De 10 a 14 años",1
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",7,"De 15 a 19 años",6
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",8,"De 20 a 24 años",6
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",9,"De 25 a 34 años",6
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",10,"De 35 a 44 años",2
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",10,"De 45 a 64 años",9
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",11,"Mayor o igual de 65 años",5
39,"2 de Abril",22,"Chaco",2018,16,"Dengue",12,"Sin Especificar",1
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",5,"De 5 a 9 años",1
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",6,"De 10 a 14 años",2
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",7,"De 15 a 19 años",5
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",8,"De 20 a 24 años",5
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",9,"De 25 a 34 años",6
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",10,"De 35 a 44 años",1
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",10,"De 45 a 64 años",8
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",11,"Mayor o igual de 65 años",10
39,"2 de Abril",22,"Chaco",2018,17,"Dengue",12,"Sin Especificar",3
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",5,"De 5 a 9 años",4
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",6,"De 10 a 14 años",1
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",7,"De 15 a 19 años",5
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",8,"De 20 a 24 años",2
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",9,"De 25 a 34 años",9
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",10,"De 45 a 64 años",8
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",11,"Mayor o igual de 65 años",7
39,"2 de Abril",22,"Chaco",2018,18,"Dengue",12,"Sin Especificar",4
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",3,"De 13 a 24 meses",1
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",4,"De 2 a 4 años",1
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",5,"De 5 a 9 años",1
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",6,"De 10 a 14 años",4
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",7,"De 15 a 19 años",7
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",8,"De 20 a 24 años",5
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",9,"De 25 a 34 años",9
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",10,"De 45 a 64 años",10
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",11,"Mayor o igual de 65 años",9
39,"2 de Abril",22,"Chaco",2018,19,"Dengue",12,"Sin Especificar",1
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",4,"De 2 a 4 años",4
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",5,"De 5 a 9 años",1
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",6,"De 10 a 14 años",2
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",7,"De 15 a 19 años",4
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",8,"De 20 a 24 años",4
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",9,"De 25 a 34 años",4
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",10,"De 45 a 64 años",2
39,"2 de Abril",22,"Chaco",2018,20,"Dengue",11,"Mayor o igual de 65 años",3
39,"2 de Abril",22,"Chaco",2018,21,"Dengue",9,"De 25 a 34 años",3
39,"2 de Abril",22,"Chaco",2018,21,"Dengue",11,"Mayor o igual de 65 años",1
39,"2 de Abril",22,"Chaco",2018,22,"Dengue",7,"De 15 a 19 años",1
39,"2 de Abril",22,"Chaco",2018,22,"Dengue",9,"De 25 a 34 años",3
105,"9 de Julio",22,"Chaco",2018,16,"Dengue",6,"De 10 a 14 años",1
105,"9 de Julio",22,"Chaco",2018,19,"Dengue",11,"Mayor o igual de 65 años",2
14,"Bermejo",22,"Chaco",2018,13,"Dengue",5,"De 5 a 9 años",1
14,"Bermejo",22,"Chaco",2018,14,"Dengue",10,"De 45 a 64 años",2
14,"Bermejo",22,"Chaco",2018,17,"Dengue",9,"De 25 a 34 años",1
14,"Bermejo",22,"Chaco",2018,18,"Dengue",5,"De 5 a 9 años",1
28,"CHACABUCO",22,"Chaco",2018,12,"Dengue",10,"De 35 a 44 años",4
28,"CHACABUCO",22,"Chaco",2018,12,"Dengue",10,"De 45 a 64 años",1
28,"CHACABUCO",22,"Chaco",2018,13,"Dengue",6,"De 10 a 14 años",1
28,"CHACABUCO",22,"Chaco",2018,13,"Dengue",7,"De 15 a 19 años",1
28,"CHACABUCO",22,"Chaco",2018,13,"Dengue",9,"De 25 a 34 años",3
28,"CHACABUCO",22,"Chaco",2018,13,"Dengue",10,"De 35 a 44 años",1
28,"CHACABUCO",22,"Chaco",2018,13,"Dengue",10,"De 45 a 64 años",6
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",5,"De 5 a 9 años",1
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",6,"De 10 a 14 años",1
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",7,"De 15 a 19 años",2
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",8,"De 20 a 24 años",3
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",9,"De 25 a 34 años",1
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",10,"De 35 a 44 años",2
28,"CHACABUCO",22,"Chaco",2018,14,"Dengue",10,"De 45 a 64 años",2
28,"CHACABUCO",22,"Chaco",2018,15,"Dengue",8,"De 20 a 24 años",1
28,"CHACABUCO",22,"Chaco",2018,15,"Dengue",9,"De 25 a 34 años",1
28,"CHACABUCO",22,"Chaco",2018,15,"Dengue",10,"De 35 a 44 años",3
28,"CHACABUCO",22,"Chaco",2018,15,"Dengue",10,"De 45 a 64 años",2
28,"CHACABUCO",22,"Chaco",2018,16,"Dengue",7,"De 15 a 19 años",1
28,"CHACABUCO",22,"Chaco",2018,16,"Dengue",8,"De 20 a 24 años",1
28,"CHACABUCO",22,"Chaco",2018,16,"Dengue",9,"De 25 a 34 años",3
28,"CHACABUCO",22,"Chaco",2018,16,"Dengue",10,"De 35 a 44 años",2
28,"CHACABUCO",22,"Chaco",2018,16,"Dengue",10,"De 45 a 64 años",1
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",4,"De 2 a 4 años",1
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",5,"De 5 a 9 años",1
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",6,"De 10 a 14 años",1
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",7,"De 15 a 19 años",7
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",8,"De 20 a 24 años",4
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",9,"De 25 a 34 años",2
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",10,"De 35 a 44 años",2
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",10,"De 45 a 64 años",4
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",11,"Mayor o igual de 65 años",4
28,"CHACABUCO",22,"Chaco",2018,17,"Dengue",12,"Sin Especificar",1
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",6,"De 10 a 14 años",3
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",7,"De 15 a 19 años",6
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",8,"De 20 a 24 años",1
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",9,"De 25 a 34 años",5
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",10,"De 45 a 64 años",3
28,"CHACABUCO",22,"Chaco",2018,18,"Dengue",11,"Mayor o igual de 65 años",8
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",5,"De 5 a 9 años",2
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",6,"De 10 a 14 años",5
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",7,"De 15 a 19 años",10
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",8,"De 20 a 24 años",5
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",9,"De 25 a 34 años",8
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",10,"De 45 a 64 años",3
28,"CHACABUCO",22,"Chaco",2018,19,"Dengue",11,"Mayor o igual de 65 años",5
28,"CHACABUCO",22,"Chaco",2018,20,"Dengue",3,"De 13 a 24 meses",1
